tag,version,cve,function
OpenSSL_1_0_1-pre-auto-reformat,openssl-1.0.1-pre-auto-reformat,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1-pre-auto-reformat,openssl-1.0.1-pre-auto-reformat,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1-pre-auto-reformat,openssl-1.0.1-pre-auto-reformat,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1-pre-auto-reformat,openssl-1.0.1-pre-auto-reformat,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1-pre-auto-reformat,openssl-1.0.1-pre-auto-reformat,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1-pre-reformat,openssl-1.0.1-pre-reformat,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1-pre-reformat,openssl-1.0.1-pre-reformat,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1-pre-reformat,openssl-1.0.1-pre-reformat,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1-pre-reformat,openssl-1.0.1-pre-reformat,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1-pre-reformat,openssl-1.0.1-pre-reformat,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1a,openssl-1.0.1a,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1a,openssl-1.0.1a,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1a,openssl-1.0.1a,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1a,openssl-1.0.1a,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1a,openssl-1.0.1a,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1b,openssl-1.0.1b,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1b,openssl-1.0.1b,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1b,openssl-1.0.1b,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1b,openssl-1.0.1b,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1b,openssl-1.0.1b,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1c,openssl-1.0.1c,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1c,openssl-1.0.1c,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1c,openssl-1.0.1c,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1c,openssl-1.0.1c,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1c,openssl-1.0.1c,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1d,openssl-1.0.1d,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1d,openssl-1.0.1d,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1d,openssl-1.0.1d,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1d,openssl-1.0.1d,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1d,openssl-1.0.1d,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1e,openssl-1.0.1e,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1e,openssl-1.0.1e,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1e,openssl-1.0.1e,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1e,openssl-1.0.1e,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1e,openssl-1.0.1e,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1f,openssl-1.0.1f,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1f,openssl-1.0.1f,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1f,openssl-1.0.1f,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1f,openssl-1.0.1f,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1f,openssl-1.0.1f,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1g,openssl-1.0.1g,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1g,openssl-1.0.1g,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1g,openssl-1.0.1g,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1g,openssl-1.0.1g,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1g,openssl-1.0.1g,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1h,openssl-1.0.1h,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1h,openssl-1.0.1h,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1h,openssl-1.0.1h,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1h,openssl-1.0.1h,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1h,openssl-1.0.1h,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1i,openssl-1.0.1i,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1i,openssl-1.0.1i,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1i,openssl-1.0.1i,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1i,openssl-1.0.1i,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1i,openssl-1.0.1i,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1j,openssl-1.0.1j,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1j,openssl-1.0.1j,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1j,openssl-1.0.1j,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1j,openssl-1.0.1j,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1j,openssl-1.0.1j,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1k,openssl-1.0.1k,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1k,openssl-1.0.1k,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1k,openssl-1.0.1k,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1k,openssl-1.0.1k,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1k,openssl-1.0.1k,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1l,openssl-1.0.1l,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1l,openssl-1.0.1l,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1l,openssl-1.0.1l,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1l,openssl-1.0.1l,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1l,openssl-1.0.1l,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1m,openssl-1.0.1m,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1m,openssl-1.0.1m,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1m,openssl-1.0.1m,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1m,openssl-1.0.1m,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1m,openssl-1.0.1m,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1n,openssl-1.0.1n,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1n,openssl-1.0.1n,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1n,openssl-1.0.1n,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1n,openssl-1.0.1n,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1n,openssl-1.0.1n,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1o,openssl-1.0.1o,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1o,openssl-1.0.1o,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1o,openssl-1.0.1o,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1o,openssl-1.0.1o,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1o,openssl-1.0.1o,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1p,openssl-1.0.1p,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1p,openssl-1.0.1p,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1p,openssl-1.0.1p,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1p,openssl-1.0.1p,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1p,openssl-1.0.1p,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1q,openssl-1.0.1q,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1q,openssl-1.0.1q,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1q,openssl-1.0.1q,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1q,openssl-1.0.1q,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1q,openssl-1.0.1q,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1r,openssl-1.0.1r,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1r,openssl-1.0.1r,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1r,openssl-1.0.1r,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1r,openssl-1.0.1r,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1r,openssl-1.0.1r,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1s,openssl-1.0.1s,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1s,openssl-1.0.1s,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1s,openssl-1.0.1s,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1s,openssl-1.0.1s,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1s,openssl-1.0.1s,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1t,openssl-1.0.1t,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1t,openssl-1.0.1t,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1t,openssl-1.0.1t,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1t,openssl-1.0.1t,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1t,openssl-1.0.1t,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_1u,openssl-1.0.1u,CVE-2021-4044,X509_verify_cert
OpenSSL_1_0_1u,openssl-1.0.1u,CVE-2021-4044,SSL_CTX_set_cert_verify_callback
OpenSSL_1_0_1u,openssl-1.0.1u,CVE-2021-4044,SSL_connect
OpenSSL_1_0_1u,openssl-1.0.1u,CVE-2021-4044,SSL_get_error
OpenSSL_1_0_1u,openssl-1.0.1u,CVE-2021-4044,SSL_do_handshake
OpenSSL_1_0_2,openssl-1.0.2,CVE-2019-1559,SSL_shutdown
OpenSSL_1_0_2,openssl-1.0.2,CVE-2021-23841,X509_issuer_and_serial_hash
OpenSSL_1_0_2,openssl-1.0.2,CVE-2021-3712,X509_get1_ocsp
OpenSSL_1_0_2,openssl-1.0.2,CVE-2021-3712,X509_REQ_get1_email
OpenSSL_1_0_2,openssl-1.0.2,CVE-2021-3712,ASN1_STRING_set
OpenSSL_1_0_2,openssl-1.0.2,CVE-2021-3712,ASN1_STRING_set0
OpenSSL_1_0_2,openssl-1.0.2,CVE-2021-3712,X509_get1_email
OpenSSL_1_0_2,openssl-1.0.2,CVE-2022-0778,BN_mod_sqrt
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-0215,B64_write_ASN1
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-0215,BIO_new_NDEF
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-0215,BIO_pop
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-0464,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-0465,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-0466,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-0466,X509_VERIFY_PARAM_add0_policy
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-0466,X509_VERIFY_PARAM_set_flags
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-2650,OBJ_obj2txt
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-3446,DH_check_ex
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-3446,DH_check
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-3446,EVP_PKEY_param_check
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-3817,DH_check_ex
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-3817,DH_check
OpenSSL_1_0_2,openssl-1.0.2,CVE-2023-3817,EVP_PKEY_param_check
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2019-1559,SSL_shutdown
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2021-23841,X509_issuer_and_serial_hash
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2021-3712,X509_get1_ocsp
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2021-3712,X509_REQ_get1_email
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2021-3712,ASN1_STRING_set
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2021-3712,ASN1_STRING_set0
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2021-3712,X509_get1_email
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2022-0778,BN_mod_sqrt
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2023-0215,B64_write_ASN1
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2023-0215,BIO_new_NDEF
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2023-0215,BIO_pop
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2023-0464,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2023-0465,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2023-0466,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2023-0466,X509_VERIFY_PARAM_add0_policy
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2023-0466,X509_VERIFY_PARAM_set_flags
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2023-2650,OBJ_obj2txt
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2023-3817,DH_check_ex
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2023-3817,DH_check
OpenSSL_1_0_2-beta1,openssl-1.0.2-beta1,CVE-2023-3817,EVP_PKEY_param_check
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2019-1559,SSL_shutdown
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2021-23841,X509_issuer_and_serial_hash
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2021-3712,X509_get1_ocsp
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2021-3712,X509_REQ_get1_email
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2021-3712,ASN1_STRING_set
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2021-3712,ASN1_STRING_set0
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2021-3712,X509_get1_email
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2022-0778,BN_mod_sqrt
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2023-0215,B64_write_ASN1
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2023-0215,BIO_new_NDEF
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2023-0215,BIO_pop
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2023-0464,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2023-0465,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2023-0466,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2023-0466,X509_VERIFY_PARAM_add0_policy
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2023-0466,X509_VERIFY_PARAM_set_flags
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2023-2650,OBJ_obj2txt
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2023-3817,DH_check_ex
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2023-3817,DH_check
OpenSSL_1_0_2-beta2,openssl-1.0.2-beta2,CVE-2023-3817,EVP_PKEY_param_check
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2019-1559,SSL_shutdown
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2021-23841,X509_issuer_and_serial_hash
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2021-3712,X509_get1_ocsp
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2021-3712,X509_REQ_get1_email
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2021-3712,ASN1_STRING_set
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2021-3712,ASN1_STRING_set0
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2021-3712,X509_get1_email
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2022-0778,BN_mod_sqrt
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2023-0215,B64_write_ASN1
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2023-0215,BIO_new_NDEF
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2023-0215,BIO_pop
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2023-0464,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2023-0465,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2023-0466,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2023-0466,X509_VERIFY_PARAM_add0_policy
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2023-0466,X509_VERIFY_PARAM_set_flags
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2023-2650,OBJ_obj2txt
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2023-3817,DH_check_ex
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2023-3817,DH_check
OpenSSL_1_0_2-beta3,openssl-1.0.2-beta3,CVE-2023-3817,EVP_PKEY_param_check
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2019-1559,SSL_shutdown
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2021-23841,X509_issuer_and_serial_hash
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2021-3712,X509_get1_ocsp
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2021-3712,X509_REQ_get1_email
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2021-3712,ASN1_STRING_set
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2021-3712,ASN1_STRING_set0
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2021-3712,X509_get1_email
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2022-0778,BN_mod_sqrt
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2023-0215,B64_write_ASN1
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2023-0215,BIO_new_NDEF
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2023-0215,BIO_pop
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2023-0464,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2023-0465,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2023-0466,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2023-0466,X509_VERIFY_PARAM_add0_policy
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2023-0466,X509_VERIFY_PARAM_set_flags
OpenSSL_1_0_2-post-auto-reformat,openssl-1.0.2-post-auto-reformat,CVE-2023-2650,OBJ_obj2txt
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2019-1559,SSL_shutdown
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2021-23841,X509_issuer_and_serial_hash
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2021-3712,X509_get1_ocsp
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2021-3712,X509_REQ_get1_email
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2021-3712,ASN1_STRING_set
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2021-3712,ASN1_STRING_set0
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2021-3712,X509_get1_email
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2022-0778,BN_mod_sqrt
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2023-0215,B64_write_ASN1
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2023-0215,BIO_new_NDEF
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2023-0215,BIO_pop
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2023-0464,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2023-0465,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2023-0466,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2023-0466,X509_VERIFY_PARAM_add0_policy
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2023-0466,X509_VERIFY_PARAM_set_flags
OpenSSL_1_0_2-post-reformat,openssl-1.0.2-post-reformat,CVE-2023-2650,OBJ_obj2txt
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2019-1559,SSL_shutdown
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2021-23841,X509_issuer_and_serial_hash
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2021-3712,X509_get1_ocsp
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2021-3712,X509_REQ_get1_email
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2021-3712,ASN1_STRING_set
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2021-3712,ASN1_STRING_set0
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2021-3712,X509_get1_email
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2022-0778,BN_mod_sqrt
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2023-0215,B64_write_ASN1
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2023-0215,BIO_new_NDEF
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2023-0215,BIO_pop
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2023-0464,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2023-0465,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2023-0466,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2023-0466,X509_VERIFY_PARAM_add0_policy
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2023-0466,X509_VERIFY_PARAM_set_flags
OpenSSL_1_0_2-pre-auto-reformat,openssl-1.0.2-pre-auto-reformat,CVE-2023-2650,OBJ_obj2txt
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2019-1559,SSL_shutdown
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2021-23841,X509_issuer_and_serial_hash
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2021-3712,X509_get1_ocsp
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2021-3712,X509_REQ_get1_email
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2021-3712,ASN1_STRING_set
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2021-3712,ASN1_STRING_set0
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2021-3712,X509_get1_email
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2022-0778,BN_mod_sqrt
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2023-0215,B64_write_ASN1
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2023-0215,BIO_new_NDEF
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2023-0215,BIO_pop
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2023-0464,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2023-0465,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2023-0466,X509_VERIFY_PARAM_set1_policies
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2023-0466,X509_VERIFY_PARAM_add0_policy
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2023-0466,X509_VERIFY_PARAM_set_flags
OpenSSL_1_0_2-pre-reformat,openssl-1.0.2-pre-reformat,CVE-2023-2650,OBJ_obj2txt
OpenSSL_1_0_2a,openssl-1.0.2a,CVE-2019-1559,SSL_shutdown
OpenSSL_1_0_2a,openssl-1.0.2a,CVE-2021-23841,X509_issuer_and_serial_hash
